<Mach-1 File>
<INFO>
Date:	Wed, Feb 16, 2022
Time:	12:40:49.560
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561157
Mach-1 System Model:	V500c
Load Cell Name:	250N - SN: 1811864
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	1.000504
Load Cell Offset:	-291.250000
Load Cell Calibration Date:	2022-02-16
Captured Images Folder:	04-a-1_001
<END INFO>
<Move Relative>
Stage Axis:	Position (z)
Amplitude, mm:	-150.0000
Velocity, mm/s:	0.1000
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	0.000000	0.000000
0.010000	0.000000	0.000000
0.020000	0.000000	1.250630
0.030000	0.000000	1.250630
0.040000	0.000000	2.501259
0.050000	0.000000	2.501259
0.060000	0.000000	1.250630
0.070000	0.000000	1.250630
0.080000	0.000000	1.250630
0.090000	0.000000	1.250630
0.100000	0.000000	1.250630
0.110000	0.000000	1.250630
0.120000	0.000000	1.250630
0.130000	0.000000	1.250630
0.140000	0.000000	1.250630
0.150000	0.000000	1.250630
0.160000	0.000000	1.250630
0.170000	0.000000	1.250630
0.180000	0.000000	1.250630
0.190000	0.000000	1.250630
0.200000	0.000000	1.250630
0.210000	0.000000	0.000000
0.220000	-0.000500	0.000000
0.230000	-0.002300	1.250630
0.240000	-0.004700	1.250630
0.250000	-0.005900	1.250630
0.260000	-0.006700	1.250630
0.270000	-0.007500	1.250630
0.280000	-0.008700	1.250630
0.290000	-0.009900	1.250630
0.300000	-0.011000	1.250630
0.310000	-0.011900	1.250630
0.320000	-0.012900	1.250630
0.330000	-0.014000	1.250630
0.340000	-0.015100	1.250630
0.350000	-0.015800	1.250630
0.360000	-0.016600	1.250630
0.370000	-0.017800	1.250630
0.380000	-0.019100	0.000000
0.390000	-0.019900	0.000000
0.400000	-0.020700	0.000000
0.410000	-0.021800	0.000000
0.420000	-0.023500	1.250630
0.430000	-0.024100	1.250630
0.440000	-0.024900	1.250630
0.450000	-0.025800	1.250630
0.460000	-0.027200	2.501259
0.470000	-0.028000	1.250630
0.480000	-0.028700	0.000000
0.490000	-0.029800	0.000000
0.500000	-0.031400	0.000000
0.510000	-0.032000	0.000000
0.520000	-0.032800	1.250630
0.530000	-0.033800	1.250630
0.540000	-0.034700	1.250630
0.550000	-0.036000	1.250630
0.560000	-0.036900	1.250630
0.570000	-0.037900	0.000000
0.580000	-0.038800	0.000000
0.590000	-0.039900	0.000000
0.600000	-0.041200	0.000000
0.610000	-0.042000	0.000000
0.620000	-0.042900	0.000000
0.630000	-0.043900	1.250630
0.640000	-0.044900	1.250630
0.650000	-0.046000	0.000000
0.660000	-0.046900	0.000000
0.670000	-0.047800	0.000000
0.680000	-0.048900	-1.250630
0.690000	-0.049900	0.000000
